,location,total_sqft,bath,price,bhk
4233,Kanakpura Road,2000.0,3.0,105.0,3
4234,Kanakpura Road,1200.0,2.0,62.0,2
4236,Kanakpura Road,1843.0,3.0,95.0,3
4239,Kanakpura Road,900.0,2.0,46.29,2
4240,Kanakpura Road,850.0,1.0,37.32,1
4242,Kanakpura Road,525.0,1.0,30.0,1
4243,Kanakpura Road,1938.0,3.0,105.0,3
4244,Kanakpura Road,1843.0,3.0,96.2,3
4245,Kanakpura Road,525.0,1.0,26.0,1
4249,Kanakpura Road,700.0,2.0,36.0,2
4250,Kanakpura Road,1622.0,3.0,95.0,3
4255,Kannamangala,957.0,2.0,58.0,2
4256,Kannamangala,957.0,2.0,56.0,2
4257,Kannamangala,3000.0,4.0,200.0,4
4258,Kannamangala,1536.0,3.0,89.0,3
4259,Kannamangala,2400.0,4.0,130.0,4
4260,Kannamangala,1574.0,3.0,93.34,3
4261,Kannamangala,957.0,2.0,52.5,2
4262,Kannamangala,1536.0,3.0,104.0,3
4263,Kannamangala,957.0,2.0,54.5,2
4264,Kannamangala,2422.0,4.0,135.0,4
4265,Kannamangala,957.0,2.0,55.0,2
4266,Kannamangala,957.0,2.0,56.0,2
4267,Karuna Nagar,2500.0,3.0,180.0,3
4268,Karuna Nagar,2500.0,3.0,190.0,3
4269,Karuna Nagar,1962.0,3.0,175.0,3
4270,Karuna Nagar,1057.0,2.0,65.0,2
4271,Karuna Nagar,1354.0,2.0,98.0,3
4272,Karuna Nagar,1945.0,3.0,115.0,3
4273,Karuna Nagar,1960.0,3.0,165.0,3
4274,Kasavanhalli,1060.0,2.0,58.06,2
4275,Kasavanhalli,1563.05,3.0,105.0,3
4276,Kasavanhalli,1717.0,3.0,99.0,3
4278,Kasavanhalli,3260.0,4.0,240.0,4
4279,Kasavanhalli,1349.0,2.0,78.0,2
4280,Kasavanhalli,1121.0,2.0,78.0,2
4281,Kasavanhalli,1100.0,2.0,50.0,2
4283,Kasavanhalli,1200.0,2.0,78.0,2
4286,Kasavanhalli,1476.0,3.0,89.0,3
4288,Kasavanhalli,1200.0,2.0,50.0,2
4289,Kasavanhalli,1719.0,3.0,116.0,3
4290,Kasavanhalli,1115.0,2.0,50.0,2
4291,Kasavanhalli,1125.0,2.0,61.2,2
4292,Kasavanhalli,2170.0,3.0,151.0,3
4295,Kasavanhalli,1476.0,3.0,95.0,3
4296,Kasavanhalli,1200.0,2.0,50.3,2
4298,Kasavanhalli,1787.0,3.0,123.0,3
4299,Kasavanhalli,1090.0,2.0,59.8,2
4300,Kasavanhalli,1691.0,3.0,104.0,3
4301,Kasavanhalli,4260.0,4.0,272.0,4
4302,Kasavanhalli,2111.0,4.0,120.0,3
4304,Kasavanhalli,950.0,2.0,39.0,2
4309,Kasavanhalli,770.0,1.0,43.82,1
4310,Kasavanhalli,1147.0,2.0,60.0,2
4311,Kasavanhalli,1375.0,2.0,72.0,2
4313,Kasavanhalli,1200.0,2.0,60.0,2
4314,Kasavanhalli,4260.0,4.0,333.0,4
4315,Kasavanhalli,1495.0,2.0,83.0,2
4316,Kasavanhalli,5000.0,2.0,400.0,2
4317,Kasavanhalli,4000.0,4.0,325.0,4
4319,Kasavanhalli,1917.0,3.0,132.0,3
4320,Kasavanhalli,1375.0,2.0,78.0,2
4321,Kasavanhalli,4408.0,4.0,344.0,4
4322,Kasavanhalli,1309.0,2.0,95.0,2
4323,Kasavanhalli,1476.0,3.0,105.0,3
4324,Kasavanhalli,1158.0,2.0,67.0,2
4325,Kasavanhalli,1214.0,2.0,67.0,2
4326,Kasavanhalli,2110.0,4.0,120.0,3
4327,Kasavanhalli,1495.0,2.0,110.0,2
4328,Kasavanhalli,1575.0,2.0,85.0,2
4329,Kasavanhalli,1069.0,2.0,55.0,2
4330,Kasavanhalli,1100.0,2.0,68.0,2
4331,Kasavanhalli,1715.0,3.0,112.0,3
4332,Kasavanhalli,1100.0,2.0,65.0,2
4333,Kasavanhalli,1230.0,2.0,66.25,2
4334,Kasavanhalli,1819.0,3.0,150.0,3
4337,Kasavanhalli,1585.0,2.0,90.0,2
4338,Kasavanhalli,1245.0,2.0,80.0,2
4339,Kasavanhalli,2035.0,3.0,142.0,3
4340,Kasavanhalli,1747.0,3.0,110.0,3
4341,Kasavanhalli,1377.0,2.0,80.0,2
4342,Kasavanhalli,1181.0,2.0,61.0,2
4343,Kasavanhalli,1121.0,2.0,75.0,2
4344,Kasturi Nagar,1925.0,3.0,125.0,3
4345,Kasturi Nagar,1567.0,2.0,92.0,2
4348,Kasturi Nagar,1080.0,2.0,80.0,2
4349,Kasturi Nagar,1101.0,2.0,65.0,2
4351,Kasturi Nagar,1896.0,3.0,125.0,4
4352,Kasturi Nagar,1100.0,2.0,58.0,2
4353,Kasturi Nagar,1570.0,3.0,110.0,3
4354,Kasturi Nagar,1000.0,2.0,58.0,2
4355,Kasturi Nagar,1101.0,2.0,66.0,2
4356,Kasturi Nagar,2507.0,4.0,155.0,4
4357,Kathriguppe,1400.0,2.0,77.0,3
4358,Kathriguppe,1250.0,2.0,68.75,3
4359,Kathriguppe,1245.0,2.0,68.48,3
4360,Kathriguppe,1350.0,2.0,87.01,3
4361,Kathriguppe,1350.0,2.0,80.99,3
4362,Kathriguppe,1365.0,2.0,75.08,3
4363,Kathriguppe,1300.0,3.0,77.99,3
4364,Kathriguppe,1350.0,2.0,80.99,3
4365,Kathriguppe,1390.0,2.0,76.45,3
4366,Kathriguppe,1350.0,3.0,78.3,3
4367,Kathriguppe,1250.0,2.0,68.75,3
4368,Kathriguppe,1300.0,3.0,77.99,3
4369,Kathriguppe,1335.0,2.0,73.43,3
4370,Kathriguppe,1300.0,3.0,77.99,3
4371,Kathriguppe,1300.0,3.0,77.99,3
4372,Kathriguppe,1335.0,2.0,73.43,3
4373,Kathriguppe,1350.0,3.0,80.99,3
4374,Kathriguppe,1250.0,2.0,68.75,2
4375,Kathriguppe,1350.0,3.0,80.99,3
4376,Kaval Byrasandra,1200.0,2.0,52.0,2
4377,Kaval Byrasandra,1020.0,2.0,52.0,2
4378,Kaval Byrasandra,1200.0,2.0,49.5,2
4379,Kaval Byrasandra,945.0,2.0,50.0,2
4380,Kaval Byrasandra,1060.0,2.0,45.0,2
4381,Kaval Byrasandra,1100.0,2.0,46.0,2
4382,Kaval Byrasandra,1185.0,2.0,49.0,2
4383,Kaval Byrasandra,997.0,2.0,53.0,2
4384,Kaval Byrasandra,1060.0,2.0,42.0,2
4385,Kaval Byrasandra,480.0,1.0,25.0,1
4386,Kaval Byrasandra,1125.0,2.0,41.5,2
4387,Kaval Byrasandra,1180.0,2.0,60.0,2
4388,Kaval Byrasandra,1450.0,3.0,75.0,3
4389,Kaval Byrasandra,1066.0,2.0,55.0,2
4390,Kaval Byrasandra,1025.0,2.0,60.0,2
4391,Kaval Byrasandra,1400.0,3.0,75.0,3
4392,Kenchenahalli,1015.0,2.0,58.0,2
4393,Kenchenahalli,715.0,1.0,45.0,1
4394,Kenchenahalli,1150.0,2.0,58.0,2
4395,Kenchenahalli,1280.0,2.0,69.0,3
4397,Kenchenahalli,870.0,1.0,45.0,2
4398,Kenchenahalli,1150.0,2.0,60.0,2
4399,Kenchenahalli,700.0,1.0,35.0,1
4400,Kenchenahalli,1060.0,2.0,52.0,2
4401,Kenchenahalli,1150.0,2.0,57.0,2
4402,Kenchenahalli,1720.0,3.0,100.0,3
4403,Kenchenahalli,1015.0,2.0,60.0,2
4405,Kengeri,750.0,2.0,38.0,2
4407,Kengeri,1197.0,2.0,50.0,2
4408,Kengeri,1200.0,2.0,58.0,2
4410,Kengeri,726.0,2.0,31.0,2
4412,Kengeri,1025.0,2.0,57.0,2
4414,Kengeri,1082.0,2.0,49.0,3
4417,Kengeri,750.0,2.0,36.0,2
4418,Kengeri,963.0,2.0,40.0,2
4420,Kengeri,726.0,2.0,35.0,2
4421,Kengeri,416.0,1.0,19.5,1
4422,Kengeri,900.0,2.0,45.0,2
4425,Kengeri,502.0,1.0,25.0,1
4427,Kengeri,1200.0,3.0,67.0,3
4428,Kengeri,725.0,2.0,30.0,2
4429,Kengeri,500.0,1.0,17.0,1
4430,Kengeri,540.0,1.0,22.5,1
4431,Kengeri,750.0,2.0,35.5,2
4432,Kengeri,1741.0,3.0,80.0,3
4434,Kengeri,1200.0,2.0,58.0,2
4437,Kengeri,750.0,2.0,36.5,2
4439,Kengeri,416.0,1.0,18.0,1
4441,Kengeri,883.0,2.0,49.0,2
4442,Kengeri,1052.0,2.0,51.0,2
4443,Kengeri,1220.0,2.0,63.0,2
4444,Kengeri,1150.0,1.0,52.0,1
4445,Kengeri,1192.0,2.0,53.5,2
4447,Kengeri,750.0,2.0,40.0,2
4448,Kengeri,1035.0,2.0,51.5,2
4449,Kengeri,3000.0,5.0,130.0,8
4450,Kengeri,410.0,1.0,15.0,1
4451,Kengeri,416.0,1.0,17.19,1
4454,Kengeri,2500.0,4.0,100.0,5
4455,Kengeri,550.0,1.0,16.75,1
4456,Kengeri Satellite Town,890.0,2.0,35.0,2
4457,Kengeri Satellite Town,883.0,2.0,45.0,2
4458,Kengeri Satellite Town,1415.0,2.0,66.0,3
4459,Kengeri Satellite Town,930.0,1.0,30.0,1
4460,Kengeri Satellite Town,1635.0,2.0,78.0,3
4461,Kengeri Satellite Town,1050.0,2.0,43.0,2
4462,Kengeri Satellite Town,1007.0,2.0,42.0,2
4463,Kengeri Satellite Town,635.0,1.0,22.0,2
4464,Kengeri Satellite Town,818.0,2.0,26.0,2
4465,Kengeri Satellite Town,1030.0,2.0,50.0,2
4466,Kengeri Satellite Town,1200.0,2.0,65.0,2
4467,Kengeri Satellite Town,795.0,2.0,32.0,2
4468,Kengeri Satellite Town,1302.5,2.0,44.285,2
4469,Kengeri Satellite Town,800.0,2.0,40.0,2
4470,Kengeri Satellite Town,654.0,1.0,22.0,1
4471,Kengeri Satellite Town,1060.0,2.0,42.0,2
4472,Kengeri Satellite Town,750.0,2.0,33.0,2
4473,Kengeri Satellite Town,920.0,2.0,39.0,2
4474,Kengeri Satellite Town,985.0,2.0,42.0,2
4475,Kengeri Satellite Town,410.0,1.0,15.0,1
4476,Kengeri Satellite Town,1120.0,2.0,49.0,2
4478,Kengeri Satellite Town,1110.0,2.0,43.0,2
4479,Kengeri Satellite Town,1170.0,2.0,50.0,2
4480,Kengeri Satellite Town,777.4,2.0,25.0,2
4481,Kengeri Satellite Town,800.0,2.0,32.0,2
4482,Kereguddadahalli,950.0,2.0,32.0,2
4483,Kereguddadahalli,1400.0,2.0,48.0,3
4484,Kereguddadahalli,800.0,2.0,28.0,2
4485,Kereguddadahalli,904.0,2.0,30.0,2
4487,Kereguddadahalli,1000.0,2.0,30.0,2
4488,Kereguddadahalli,1240.0,3.0,41.0,3
4489,Kereguddadahalli,600.0,1.0,19.5,1
4490,Kereguddadahalli,1080.0,2.0,32.0,2
4491,Kereguddadahalli,1000.0,2.0,34.0,2
4494,Kereguddadahalli,1015.0,2.0,35.0,2
4495,Kodichikkanahalli,1190.0,2.0,57.0,3
4496,Kodichikkanahalli,995.0,2.0,41.0,2
4497,Kodichikkanahalli,2700.0,7.0,125.0,5
4498,Kodichikkanahalli,1495.0,2.0,75.0,3
4499,Kodichikkanahalli,1125.0,2.0,52.0,2
4500,Kodichikkanahalli,1150.0,2.0,48.0,2
4501,Kodichikkanahalli,1070.0,2.0,43.0,2
4502,Kodichikkanahalli,1620.0,2.0,85.0,3
4504,Kodichikkanahalli,1026.0,2.0,45.0,2
4505,Kodichikkanahalli,2500.0,7.0,125.0,5
4506,Kodichikkanahalli,450.0,1.0,18.0,1
4507,Kodichikkanahalli,907.0,2.0,38.5,2
4508,Kodichikkanahalli,1181.0,2.0,57.0,2
4509,Kodichikkanahalli,900.0,2.0,42.0,2
4511,Kodichikkanahalli,1400.0,3.0,66.0,3
4512,Kodichikkanahalli,976.0,2.0,50.0,2
4513,Kodichikkanahalli,2700.0,4.0,125.0,5
4514,Kodichikkanahalli,1299.0,2.0,58.0,2
4515,Kodigehaali,1166.0,2.0,55.0,2
4516,Kodigehaali,1320.0,3.0,65.0,3
4517,Kodigehaali,1117.0,2.0,56.0,2
4518,Kodigehaali,1200.0,2.0,55.0,2
4519,Kodigehaali,1200.0,2.0,60.0,2
4520,Kodigehaali,2120.0,3.0,177.0,3
4521,Kodigehaali,1013.0,2.0,51.0,2
4522,Kodigehaali,1324.0,3.0,65.0,3
4523,Kodigehaali,965.0,2.0,38.0,2
4524,Kodigehaali,866.0,2.0,32.0,2
4525,Kodigehaali,1442.0,3.0,80.0,3
4526,Kodigehalli,1270.0,2.0,98.0,2
4527,Kodigehalli,1200.0,2.0,48.0,2
4528,Kodigehalli,655.0,1.0,53.0,1
4529,Kodigehalli,1820.0,3.0,150.0,3
4530,Kodigehalli,635.0,1.0,28.0,2
4531,Kodigehalli,1200.0,4.0,156.0,3
4532,Kodihalli,3252.0,5.0,335.0,4
4533,Kodihalli,2700.0,4.0,270.0,3
4534,Kodihalli,2392.0,4.0,260.0,3
4535,Kodihalli,2408.0,4.0,260.0,3
4536,Kodihalli,2500.0,4.0,260.0,3
4537,Kodihalli,1620.0,3.0,130.0,3
4538,Kodihalli,3260.0,5.0,388.0,4
4539,Kodihalli,3197.0,5.0,335.0,4
4540,Kodihalli,1490.0,2.0,150.0,2
4541,Kogilu,1909.0,3.0,88.0,3
4543,Kogilu,1170.0,2.0,51.99,2
4544,Kogilu,650.0,2.0,28.0,2
4545,Kogilu,1140.0,2.0,50.66,2
4546,Kogilu,1200.0,2.0,53.33,2
4547,Kogilu,1934.0,3.0,150.0,3
4548,Kogilu,540.0,1.0,36.0,1
4549,Kogilu,1559.0,3.0,127.0,3
4550,Kogilu,1190.0,2.0,50.66,2
4551,Kogilu,1140.0,2.0,50.66,2
4552,Kogilu,1559.0,3.0,120.0,3
4553,Kogilu,700.0,1.0,30.84,1
4554,Kogilu,1250.0,2.0,55.55,2
4555,Kogilu,1200.0,2.0,53.33,2
4556,Kogilu,952.0,2.0,49.0,2
4557,Kogilu,700.0,1.0,30.84,1
4558,Kogilu,1250.0,2.0,55.55,2
4559,Kogilu,2456.0,7.0,85.0,7
4560,Kogilu,1140.0,2.0,50.66,2
4561,Kogilu,1140.0,2.0,50.66,2
4562,Konanakunte,2791.0,3.0,223.0,3
4563,Konanakunte,884.0,1.0,58.0,2
4564,Konanakunte,1200.0,4.0,125.0,4
4565,Konanakunte,1200.0,2.0,130.0,4
4566,Konanakunte,2400.0,2.0,180.0,3
4567,Konanakunte,3746.0,6.0,375.0,4
4568,Konanakunte,1423.0,2.0,85.0,3
4569,Koramangala,1320.0,2.0,165.0,2
4570,Koramangala,1253.0,2.0,102.0,2
4571,Koramangala,1580.0,3.0,160.0,3
4573,Koramangala,3500.0,5.0,425.0,4
4574,Koramangala,1005.0,1.0,110.0,2
4575,Koramangala,2292.0,4.0,275.0,3
4577,Koramangala,1290.0,2.0,100.0,2
4578,Koramangala,1300.0,2.0,110.0,2
4580,Koramangala,1325.0,2.0,119.0,2
4581,Koramangala,1140.0,2.0,75.2,2
4582,Koramangala,1260.0,2.0,100.0,2
4583,Koramangala,1975.0,3.0,210.0,3
4584,Koramangala,1900.0,2.0,200.0,2
4586,Koramangala,2292.0,3.0,286.0,3
4587,Koramangala,2300.0,3.0,290.0,3
4590,Koramangala,2503.0,6.0,325.0,4
4592,Koramangala,1320.0,2.0,150.0,2
4593,Koramangala,1320.0,2.0,110.0,2
4594,Koramangala,5985.0,4.0,775.0,4
4595,Koramangala,2461.0,6.0,353.0,4
4597,Koramangala,2246.0,3.0,300.0,3
4600,Koramangala,1083.0,2.0,100.0,2
4601,Koramangala,1744.0,3.0,200.0,3
4602,Koramangala,1180.0,2.0,128.0,2
4603,Koramangala,1320.0,2.0,160.0,2
4604,Koramangala,1370.0,2.0,125.0,2
4605,Koramangala,1100.0,2.0,85.0,2
4606,Koramangala,1249.0,2.0,165.0,2
4607,Koramangala,1200.0,2.0,100.0,2
4609,Koramangala,2223.0,3.0,300.0,3
4610,Koramangala,1744.0,4.0,210.0,3
4611,Koramangala,1866.0,4.0,245.0,3
4612,Koramangala,1320.0,2.0,160.0,2
4613,Koramangala,1350.0,2.0,103.0,2
4614,Koramangala,6000.0,4.0,625.0,4
4616,Koramangala,1320.0,2.0,160.0,2
4617,Koramangala,1710.0,3.0,210.0,3
4618,Koramangala,1355.0,2.0,95.0,2
4619,Koramangala,1600.0,3.0,170.0,3
4620,Koramangala,1260.0,2.0,100.0,2
4623,Kothannur,1206.0,2.0,48.23,2
4625,Kothannur,1100.0,2.0,40.0,2
4626,Kothannur,1197.0,2.0,47.88,2
4627,Kothannur,1197.0,2.0,47.8,2
4628,Kothannur,1070.0,2.0,42.79,2
4631,Kothannur,1070.0,2.0,38.6,2
4632,Kothannur,1485.0,2.0,59.4,3
4633,Kothannur,1215.0,2.0,48.6,3
4634,Kothannur,1404.0,2.0,56.15,3
4635,Kothanur,1200.0,2.0,51.0,2
4636,Kothanur,2400.0,2.0,150.0,3
4637,Kothanur,1828.0,3.0,110.0,3
4638,Kothanur,1186.0,2.0,58.0,2
4640,Kothanur,1847.0,3.0,105.0,3
4642,Kothanur,9600.0,5.0,550.0,5
4643,Kothanur,1435.0,3.0,70.0,3
4644,Kothanur,1187.0,2.0,58.0,2
4645,Kothanur,1847.0,3.0,110.0,3
4646,Kothanur,1460.0,3.0,71.0,3
4647,Kothanur,1185.0,2.0,59.0,2
4648,Kothanur,1436.0,3.0,70.0,3
4649,Kothanur,1462.0,3.0,71.0,3
4650,Kothanur,1790.0,3.0,105.0,3
4652,Kothanur,1070.0,2.0,45.5,2
4654,Kothanur,1145.0,2.0,56.0,2
4655,Kothanur,3401.0,5.0,230.0,4
4656,Kothanur,1455.0,2.0,69.0,2
4657,Kothanur,627.0,1.0,30.0,1
4658,Kothanur,1302.0,2.0,68.5,2
4659,Kothanur,1760.0,3.0,111.0,3
4660,Kothanur,1185.0,2.0,58.0,2
4661,Kothanur,1500.0,1.0,75.0,1
4662,Kothanur,1075.0,2.0,53.0,2
4663,Kothanur,1790.0,3.0,97.0,3
4664,Kothanur,2700.0,4.0,175.0,4
4665,Kothanur,1786.0,2.0,106.0,3
4666,Kothanur,1787.0,3.0,107.0,3
4667,Kothanur,1141.0,2.0,54.0,2
4668,Kothanur,1760.0,3.0,110.0,3
4670,Kothanur,1160.0,2.0,57.0,2
4671,Kothanur,1095.0,2.0,55.0,2
4672,Kothanur,1142.0,2.0,56.0,2
4673,Kothanur,1074.0,2.0,54.0,2
4674,Kothanur,1285.0,2.0,60.0,2
4675,Kothanur,1075.0,2.0,53.0,2
4676,Kothanur,1140.0,2.0,56.0,2
4677,Kothanur,1400.0,2.0,70.0,2
4680,Kothanur,1140.0,2.0,56.0,2
4681,Kothanur,1787.0,3.0,120.0,3
4682,Kothanur,1185.0,2.0,59.0,2
4684,Kothanur,1790.0,3.0,105.0,3
4685,Kothanur,1130.0,2.0,55.0,2
4686,Kothanur,1094.0,2.0,54.0,2
4687,Kothanur,1170.0,3.0,80.0,3
4688,Kothanur,1400.0,2.0,65.0,2
4689,Kothanur,1195.0,2.0,59.0,2
4690,Kothanur,1790.0,3.0,120.0,3
4691,Kothanur,1454.0,3.0,71.5,3
4692,Kudlu,1152.0,2.0,53.5,2
4693,Kudlu,1027.0,2.0,43.0,2
4694,Kudlu,1092.0,2.0,44.0,2
4695,Kudlu,1027.0,2.0,43.0,2
4696,Kudlu,1092.0,2.0,44.0,2
4697,Kudlu,1143.0,2.0,55.0,2
4699,Kudlu,1024.0,2.0,44.0,2
4701,Kudlu,1600.0,3.0,79.0,3
4702,Kudlu,1027.0,2.0,42.0,2
4703,Kudlu,1076.0,2.0,50.0,2
4704,Kudlu,1027.0,2.0,44.0,2
4705,Kudlu,1084.0,2.0,53.0,2
4706,Kudlu,1300.0,2.0,56.0,2
4707,Kudlu,1027.0,2.0,44.0,2
4708,Kudlu,1245.0,2.0,60.0,3
4709,Kudlu,1027.0,2.0,44.0,2
4710,Kudlu,1110.0,2.0,46.0,2
4711,Kudlu,2100.0,3.0,114.0,4
4712,Kudlu,1027.0,2.0,44.0,2
4713,Kudlu,720.0,1.0,33.0,1
4714,Kudlu,1027.0,2.0,44.0,2
4715,Kudlu,1162.0,2.0,52.0,2
4716,Kudlu,1041.0,2.0,53.0,2
4717,Kudlu Gate,1535.0,3.0,83.0,3
4718,Kudlu Gate,1535.0,3.0,85.0,3
4720,Kudlu Gate,1535.0,3.0,86.0,3
4721,Kudlu Gate,1564.0,2.0,92.0,3
4723,Kudlu Gate,1238.0,2.0,55.0,2
4724,Kudlu Gate,1707.0,2.0,99.745,3
4725,Kudlu Gate,1335.0,3.0,89.0,3
4726,Kudlu Gate,703.0,1.0,52.0,1
4727,Kudlu Gate,1535.0,3.0,86.0,3
4728,Kudlu Gate,1532.0,3.0,83.0,3
4729,Kudlu Gate,1113.0,2.0,50.0,2
4731,Kudlu Gate,1185.0,2.0,50.0,2
4735,Kudlu Gate,1215.0,2.0,45.0,2
4736,Kudlu Gate,812.0,2.0,38.25,2
4737,Kudlu Gate,1547.0,2.0,103.0,2
4738,Kudlu Gate,1336.0,2.0,86.0,2
4739,Kudlu Gate,1919.0,3.0,121.0,3
4740,Kudlu Gate,1464.0,3.0,56.0,2
4741,Kudlu Gate,1535.0,3.0,85.0,3
4742,Kudlu Gate,1850.0,3.0,120.0,3
4743,Kudlu Gate,940.0,2.0,69.57,2
4744,Kudlu Gate,1215.0,2.0,44.96,2
4745,Kudlu Gate,1164.0,2.0,75.0,2
4746,Kudlu Gate,3850.0,6.0,205.0,4
4747,Kudlu Gate,1183.0,2.0,79.54,2
4748,Kudlu Gate,1850.0,3.0,110.0,3
4750,Kudlu Gate,1183.0,2.0,79.54,2
4751,Kudlu Gate,1200.0,2.0,44.4,2
4753,Kudlu Gate,1310.0,2.0,53.0,2
4754,Kumaraswami Layout,2000.0,4.0,139.0,4
4755,Kumaraswami Layout,1000.0,2.0,48.5,2
4756,Kumaraswami Layout,1000.0,2.0,58.0,2
4757,Kumaraswami Layout,2400.0,7.0,125.0,7
4758,Kumaraswami Layout,2400.0,2.0,125.0,3
4759,Kumaraswami Layout,1310.0,2.0,70.0,3
4760,Kumaraswami Layout,850.0,1.0,78.0,1
4761,Kumaraswami Layout,3200.0,7.0,150.0,7
4762,Kumaraswami Layout,1310.0,2.0,85.0,3
4763,Kumaraswami Layout,2450.0,3.0,110.0,4
4764,Kumaraswami Layout,3100.0,7.0,145.0,7
4765,Kumaraswami Layout,1200.0,3.0,75.0,3
4766,Kumaraswami Layout,1081.0,2.0,60.0,2
4767,Kundalahalli,1724.0,3.0,125.0,3
4768,Kundalahalli,1030.0,2.0,49.0,2
4769,Kundalahalli,735.0,2.0,57.99,2
4770,Kundalahalli,1047.0,2.0,82.0,2
4771,Kundalahalli,1397.0,3.0,105.0,3
4772,Kundalahalli,1724.0,3.0,127.0,3
4773,Kundalahalli,1010.0,2.0,49.27,2
4774,Kundalahalli,1397.0,3.0,110.0,3
4775,Kundalahalli,1397.0,3.0,104.0,3
4776,Kundalahalli,1397.0,3.0,108.0,3
4777,Kundalahalli,1920.0,3.0,150.0,3
4778,Kundalahalli,1397.0,3.0,105.0,3
4780,Kundalahalli,1724.0,3.0,124.0,3
4781,Kundalahalli,1047.0,2.0,84.0,2
4782,Kundalahalli,1047.0,2.0,83.0,2
4783,Kundalahalli,7000.0,4.0,550.0,4
4785,Kundalahalli,1120.0,2.0,53.76,2
4786,Kundalahalli,1047.0,2.0,82.62,2
4787,Kundalahalli,1047.0,2.0,91.0,2
4788,Kundalahalli,1724.0,3.0,146.0,3
4789,Kundalahalli,1600.0,3.0,170.0,3
4791,Kundalahalli,1724.0,3.0,125.0,3
4792,Kundalahalli,1010.0,2.0,48.27,2
4793,Kundalahalli,1047.0,2.0,89.0,2
4794,Kundalahalli,2500.0,5.0,245.0,4
4795,Kundalahalli,1397.0,3.0,105.0,3
4797,Kundalahalli,1047.0,2.0,72.0,2
4798,Kundalahalli,1260.0,2.0,58.0,2
4799,Kundalahalli,3092.0,4.0,230.0,4
4800,Kundalahalli,1065.0,2.0,70.0,2
4801,Kundalahalli,1724.0,3.0,146.0,3
4802,Kundalahalli,1047.0,2.0,91.0,2
4803,Kundalahalli,1724.0,3.0,128.0,3
4804,Kundalahalli,1315.0,2.0,74.0,2
4805,Kundalahalli,2100.0,3.0,150.0,3
4806,Kundalahalli,1724.0,3.0,125.0,3
4807,Kundalahalli,1724.0,3.0,140.0,3
4808,Kundalahalli,1175.0,2.0,65.0,2
4810,LB Shastri Nagar,1043.0,2.0,55.0,2
4811,LB Shastri Nagar,1184.0,2.0,69.0,2
4812,LB Shastri Nagar,665.0,1.0,32.0,1
4813,LB Shastri Nagar,1250.0,2.0,48.5,2
4814,LB Shastri Nagar,1400.0,2.0,80.0,3
4815,LB Shastri Nagar,1184.0,2.0,62.0,2
4816,LB Shastri Nagar,1200.0,2.0,47.0,2
4817,LB Shastri Nagar,1200.0,2.0,75.0,2
4818,LB Shastri Nagar,1000.0,2.0,49.5,2
4819,Laggere,2800.0,5.0,125.0,5
4820,Laggere,1200.0,3.0,130.0,3
4821,Laggere,1200.0,1.0,125.0,1
4822,Laggere,1200.0,2.0,75.0,2
4823,Laggere,620.0,2.0,48.0,1
4824,Lakshminarayana Pura,1185.0,2.0,75.0,2
4825,Lakshminarayana Pura,1600.0,2.0,108.0,3
4826,Lakshminarayana Pura,1180.0,2.0,75.0,2
4827,Lakshminarayana Pura,1172.0,2.0,82.0,2
4828,Lakshminarayana Pura,1179.0,2.0,75.0,2
4829,Lakshminarayana Pura,1149.0,2.0,75.0,2
4830,Lakshminarayana Pura,1336.0,2.0,100.0,2
4831,Lakshminarayana Pura,1175.0,2.0,75.0,2
4832,Lakshminarayana Pura,1190.0,2.0,75.0,2
4833,Lakshminarayana Pura,1200.0,2.0,75.0,2
4834,Lakshminarayana Pura,1200.0,2.0,75.0,2
4835,Lakshminarayana Pura,1165.0,2.0,75.0,2
4836,Lakshminarayana Pura,1145.0,2.0,75.0,2
4837,Lakshminarayana Pura,1500.0,3.0,104.0,3
4838,Lakshminarayana Pura,1210.0,2.0,75.0,2
4839,Lakshminarayana Pura,1169.0,2.0,75.0,2
4840,Lakshminarayana Pura,1200.0,2.0,75.0,2
4841,Lakshminarayana Pura,1172.0,2.0,75.0,2
4842,Lakshminarayana Pura,1172.0,2.0,75.0,2
4843,Lakshminarayana Pura,1180.0,2.0,75.0,2
4844,Lakshminarayana Pura,1200.0,2.0,83.0,2
4845,Lakshminarayana Pura,1200.0,2.0,80.0,2
4846,Lakshminarayana Pura,1195.0,2.0,75.0,2
4847,Lakshminarayana Pura,1200.0,2.0,80.0,2
4848,Lingadheeranahalli,1521.0,3.0,95.0,3
4849,Lingadheeranahalli,1511.0,3.0,95.0,3
4850,Lingadheeranahalli,1683.0,3.0,109.0,3
4851,Lingadheeranahalli,1519.0,3.0,93.0,3
4852,Lingadheeranahalli,1521.0,3.0,94.99,3
4853,Lingadheeranahalli,1682.0,3.0,120.0,3
4854,Lingadheeranahalli,1521.0,3.0,94.71,3
4855,Lingadheeranahalli,1893.0,3.0,130.0,3
4856,Lingadheeranahalli,1705.0,3.0,110.0,3
4857,Lingadheeranahalli,2245.0,4.0,154.0,4
4858,Lingadheeranahalli,1682.0,3.0,113.0,3
4859,Lingadheeranahalli,1682.0,3.0,114.0,3
4860,Lingadheeranahalli,1506.0,3.0,95.0,3
4861,Lingadheeranahalli,1683.0,3.0,110.0,3
4862,Lingadheeranahalli,1684.0,3.0,120.0,3
4863,Lingadheeranahalli,2236.0,4.0,153.0,4
4864,Lingadheeranahalli,1894.0,4.0,114.0,3
